title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,day,month,year
"M 6.9 - 78 km WSW of Adak, Alaska",6.9,0,6,,0,732,us,0,0.0,0.0,mwc,33.0,51.59,-177.67,"Adak, Alaska",North America,United States,20,3,1999
"M 6.9 - 123 km SE of Vilyuchinsk, Russia",6.9,0,5,,0,732,us,0,0.0,0.0,mwc,56.6,52.06,159.52,"Vilyuchinsk, Russia",Europe,Russian Federation,8,3,1999
"M 7.1 - 69 km S of Tabiauan, Philippines",7.1,0,6,,0,776,us,0,0.0,0.0,mwc,33.0,5.4,121.94,"Tabiauan, Philippines",Asia,Philippines,4,3,1999
"M 6.6 - 110 km SSE of K?h Sef?d, Iran",6.6,0,7,,0,670,us,0,0.0,0.0,mwc,33.0,28.34,57.19,"K?h Sef?d, Iran",Asia,Iran,4,3,1999
"M 7.3 - 146 km NW of Sola, Vanuatu",7.3,0,7,,0,820,us,0,0.0,0.0,mwc,90.1,-12.85,166.7,"Sola, Vanuatu",Oceania,Vanuatu,6,2,1999
"M 6.6 - 18 km WSW of Nikolski, Alaska",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,67.2,52.89,-169.12,"Nikolski, Alaska",North America,United States,28,1,1999
"M 7.0 - 110 km ESE of Kokopo, Papua New Guinea",7.0,0,7,,0,754,us,0,0.0,0.0,mwc,114.1,-4.6,153.24,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,19,1,1999
"M 6.8 - 131 km WSW of Haveluloto, Tonga",6.8,0,5,,0,711,us,0,0.0,0.0,mwc,144.3,-21.63,-176.38,"Haveluloto, Tonga",Oceania,Tonga,27,12,1998
"M 7.7 - 264 km ESE of Luwuk, Indonesia",7.7,0,7,,0,912,us,0,0.0,0.0,mwc,33.0,-2.07,124.89,"Luwuk, Indonesia",Asia,Indonesia,29,11,1998
"M 7.0 - 278 km NE of Lospalos, Timor Leste",7.0,0,7,,0,754,us,0,0.0,0.0,mwc,33.0,-6.92,128.95,"Lospalos, Timor Leste",Asia,Indonesia,9,11,1998
"M 6.7 - 282 km NE of Lospalos, Timor Leste",6.7,0,6,,0,691,us,0,0.0,0.0,mwc,33.0,-6.95,129.02,"Lospalos, Timor Leste",Asia,Indonesia,9,11,1998
"M 6.6 - 8 km WSW of Sumberpucung, Indonesia",6.6,0,5,,0,670,us,0,0.0,0.0,mwb,151.6,-8.19,112.41,"Sumberpucung, Indonesia",Asia,Indonesia,28,9,1998
"M 6.6 - 66 km NNW of Coquimbo, Chile",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,27.0,-29.45,-71.72,"Coquimbo, Chile",South America,Chile,3,9,1998
"M 6.8 - 123 km SSE of Pondaguitan, Philippines",6.8,0,5,,0,711,us,0,0.0,0.0,mwc,50.0,5.41,126.76,"Pondaguitan, Philippines",Asia,Indonesia,2,9,1998
"M 7.2 - 3 km E of Bahía de Caráquez, Ecuador",7.2,0,7,,0,798,us,0,0.0,0.0,mwc,33.0,-0.59,-80.39,"Bahía de Caráquez, Ecuador",South America,Ecuador,4,8,1998
"M 6.7 - 192 km W of Abepura, Indonesia",6.7,0,6,,0,691,us,0,0.0,0.0,mwc,33.0,-2.69,138.9,"Abepura, Indonesia",Asia,Indonesia,29,7,1998
"M 7.0 - 50 km WNW of Aitape, Papua New Guinea",7.0,0,7,,0,754,us,0,0.0,0.0,mwc,10.0,-2.96,141.93,"Aitape, Papua New Guinea",Oceania,Papua New Guinea,17,7,1998
"M 7.0 - 52 km SE of Lata, Solomon Islands",7.0,0,7,,0,754,us,0,0.0,0.0,mwc,110.2,-11.04,166.16,"Lata, Solomon Islands",Oceania,Solomon Islands,16,7,1998
"M 6.6 - 24 km E of Rust?q, Afghanistan",6.6,0,6,,0,670,us,0,0.0,0.0,mwb,33.0,37.11,70.11,"Rust?q, Afghanistan",Asia,Afghanistan,30,5,1998
"M 6.6 - 25 km NNW of Mizque, Bolivia",6.6,0,8,,0,670,us,0,0.0,0.0,mwb,24.0,-17.73,-65.43,"Mizque, Bolivia",South America,Bolivia,22,5,1998
"M 6.7 - 127 km NNW of Palu, Indonesia",6.7,0,6,,0,691,us,0,0.0,0.0,mwb,33.0,0.21,119.58,"Palu, Indonesia",Asia,Indonesia,21,5,1998
"M 6.6 - 108 km SW of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,61.4,-5.15,151.71,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,13,5,1998
"M 7.5 - 254 km SSE of Ishigaki, Japan",7.5,0,5,,0,865,us,0,0.0,0.0,mwb,33.0,22.31,125.31,"Ishigaki, Japan",Asia,Japan,3,5,1998
"M 6.6 - 43 km NE of San Fernando, Peru",6.6,0,5,,0,670,us,0,0.0,0.0,mwc,164.6,-8.15,-74.24,"San Fernando, Peru",South America,Peru,3,4,1998
"M 7.0 - 95 km W of Pariaman, Indonesia",7.0,0,6,,0,754,us,0,0.0,0.0,mwc,55.7,-0.54,99.26,"Pariaman, Indonesia",Asia,Indonesia,1,4,1998
"M 6.6 - 52 km ESE of Kerman, Iran",6.6,0,8,,0,670,us,0,0.0,0.0,mwc,9.0,30.15,57.6,"Kerman, Iran",Asia,Iran,14,3,1998
"M 7.1 - 34 km SSE of Antofagasta, Chile",7.1,0,7,,0,776,us,0,0.0,0.0,mwc,42.0,-23.91,-70.21,Ant,South America,Chile,30,1,1998
"M 6.7 - 149 km ENE of Labasa, Fiji",6.7,0,6,,0,691,us,0,0.0,0.0,mwc,23.4,-15.85,-179.38,"Labasa, Fiji",Oceania,Fiji,12,1,1998
"M 6.6 - 47 km SSW of Ovalle, Chile",6.6,0,7,,0,670,us,0,0.0,0.0,mwc,34.8,-30.98,-71.41,"Ovalle, Chile",South America,Chile,12,1,1998
"M 6.6 - 10 km SSW of San José El Ídolo, Guatemala",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,33.0,14.37,-91.47,"San José El Ídolo, Guatemala",North America,Guatemala,10,1,1998
"M 7.2 - 117 km N of Finschhafen, Papua New Guinea",7.2,0,6,,0,798,us,0,0.0,0.0,mwc,179.3,-5.5,147.87,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,22,12,1997
"M 7.8 - 156 km S of Ust’-Kamchatsk Staryy, Russia",7.8,0,7,,0,936,us,0,0.0,0.0,mwc,33.0,54.84,162.04,"Ust’-Kamchatsk Staryy, Russia",Asia,Russian Federation,5,12,1997
"M 7.0 - 97 km NW of Gorontalo, Indonesia",7.0,0,6,,0,754,us,0,0.0,0.0,mwc,24.0,1.24,122.54,"Gorontalo, Indonesia",Asia,Indonesia,25,11,1997
"M 6.6 - 22 km SW of Lithakiá, Greece",6.6,0,7,,0,670,us,0,0.0,0.0,mwc,33.0,37.57,20.66,"Lithakiá, Greece",Europe,Greece,18,11,1997
"M 7.0 - 34 km ESE of Port-Olry, Vanuatu",7.0,0,6,,0,754,us,0,0.0,0.0,mwc,123.1,-15.14,167.38,"Port-Olry, Vanuatu",Oceania,Vanuatu,15,11,1997
"M 6.5 - 13 km NNE of San Sebastián, El Salvador",6.5,0,4,,0,650,us,0,0.0,0.0,mwb,176.4,13.85,-88.81,"San Sebastián, El Salvador",North America,El Salvador,9,11,1997
M 7.5 - western Xizang,7.5,0,7,,0,865,us,0,0.0,0.0,mwc,33.0,35.07,87.32,western Xizang,Asia,China,8,11,1997
"M 7.2 - 51 km N of Barranca, Peru",7.2,0,7,,0,798,us,0,0.0,0.0,mwc,112.0,-4.37,-76.68,"Barranca, Peru",South America,Peru,28,10,1997
"M 7.1 - 36 km SW of Monte Patria, Chile",7.1,0,7,,0,776,us,0,0.0,0.0,mwc,58.0,-30.93,-71.22,"Monte Patria, Chile",South America,Chile,15,10,1997
"M 7.8 - 192 km WSW of Haveluloto, Tonga",7.8,0,7,,0,936,us,0,0.0,0.0,mwb,167.3,-22.1,-176.77,"Haveluloto, Tonga",Oceania,Tonga,14,10,1997
"M 6.5 - 18 km E of Talisay, Philippines",6.5,0,5,,0,650,us,0,0.0,0.0,mwb,105.6,9.79,125.78,"Talisay, Philippines",Asia,Philippines,6,10,1997
"M 6.8 - 24 km SW of Roncesvalles, Colombia",6.8,0,5,,0,711,us,0,0.0,0.0,mwb,198.7,3.85,-75.75,"Roncesvalles, Colombia",South America,Colombia,2,9,1997
"M 6.6 - 64 km NNE of Angoram, Papua New Guinea",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,22.8,-3.56,144.36,"Angoram, Papua New Guinea",Oceania,Papua New Guinea,29,8,1997
"M 6.9 - 4 km ENE of El Ciruelo, Mexico",6.9,0,6,,0,732,us,0,0.0,0.0,mwb,33.0,16.33,-98.22,"El Ciruelo, Mexico",North America,Mexico,19,7,1997
"M 7.0 - 26 km WSW of Carúpano, Venezuela",7.0,0,8,,0,754,us,0,0.0,0.0,mwc,19.9,10.6,-63.49,"Carúpano, Venezuela",South America,Venezuela,9,7,1997
"M 6.8 - 52 km WSW of Coquimbo, Chile",6.8,0,6,,0,711,us,0,0.0,0.0,mwc,19.0,-30.06,-71.87,"Coquimbo, Chile",South America,Chile,6,7,1997
"M 6.5 - 5 km ENE of Churumuco de Morelos, Mexico",6.5,0,6,,0,650,us,0,0.0,0.0,mwc,70.0,18.68,-101.6,"Churumuco de Morelos, Mexico",North America,Mexico,22,5,1997
"M 6.8 - 99 km S of Isangel, Vanuatu",6.8,0,6,,0,711,us,0,0.0,0.0,mwc,57.0,-20.44,169.29,"Isangel, Vanuatu",Oceania,Vanuatu,21,5,1997
"M 6.5 - 51 km S of Jurm, Afghanistan",6.5,0,4,,0,650,us,0,0.0,0.0,mwb,196.0,36.41,70.94,"Jurm, Afghanistan",Asia,Afghanistan,13,5,1997
"M 7.3 - 58 km E of Q?’en, Iran",7.3,0,9,,0,820,us,0,0.0,0.0,mwb,10.0,33.83,59.81,"Q?’en, Iran",Asia,Iran,10,5,1997
"M 6.5 - 49 km N of Yigo Village, Guam",6.5,0,6,,0,650,us,0,0.0,0.0,mwc,100.8,13.99,144.9,"Yigo Village, Guam",Oceania,Guam,23,4,1997
"M 6.7 - 18 km WSW of Scarborough, Trinidad and Tobago",6.7,0,7,,0,691,us,0,0.0,0.0,mwb,5.0,11.11,-60.89,"Scarborough, Trinidad and Tobago",North America,Trinidad and Tobago,22,4,1997
"M 7.7 - 171 km NNW of Sola, Vanuatu",7.7,0,6,,0,912,us,0,0.0,0.0,mwc,33.0,-12.58,166.68,"Sola, Vanuatu",Oceania,Vanuatu,21,4,1997
"M 6.5 - 49 km W of Finschhafen, Papua New Guinea",6.5,0,6,,0,650,us,0,0.0,0.0,mwc,69.1,-6.48,147.41,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,5,4,1997
"M 6.9 - 121 km E of Kinablangan, Philippines",6.9,0,5,,0,732,us,0,0.0,0.0,mwb,10.0,7.74,127.65,"Kinablangan, Philippines",Asia,Philippines,11,3,1997
"M 7.1 - 29 km ESE of Harnai, Pakistan",7.1,0,6,,0,776,us,0,0.0,0.0,mwc,33.0,29.98,68.21,"Harnai, Pakistan",Asia,Pakistan,27,2,1997
M 6.5 - Turkmenistan-Iran border region,6.5,0,8,,0,650,us,0,0.0,0.0,mwc,10.0,37.66,57.29,Turkmenistan-Iran border region,Asia,Iran,4,2,1997
"M 7.2 - 46 km WNW of El Habillal, Mexico",7.2,0,7,,0,798,us,0,0.0,0.0,mwb,33.0,18.22,-102.76,"El Habillal, Mexico",North America,Mexico,11,1,1997
"M 6.5 - 131 km W of Iwanai, Japan",6.5,0,4,,0,650,us,0,0.0,0.0,mwc,226.5,43.21,138.92,"Iwanai, Japan",Asia,Japan,22,12,1996
"M 6.7 - 17 km SW of Miyazaki, Japan",6.7,0,6,,0,691,us,0,0.0,0.0,mwc,49.2,31.79,131.31,"Miyazaki, Japan",Asia,Japan,2,12,1996
"M 6.9 - 130 km ENE of Thang, India",6.9,0,7,,0,732,us,0,0.0,0.0,mwc,33.0,35.34,78.13,"Thang, India",Asia,China,19,11,1996
"M 7.7 - 60 km SW of Changuillo, Peru",7.7,0,7,,0,912,us,0,0.0,0.0,mwc,33.0,-14.99,-75.68,"Changuillo, Peru",South America,Peru,12,11,1996
"M 6.7 - 5 km SE of Miyazaki, Japan",6.7,0,7,,0,691,us,0,0.0,0.0,mwc,22.0,31.88,131.47,"Miyazaki, Japan",Asia,Japan,19,10,1996
"M 6.6 - 20 km SSE of Nishinoomote, Japan",6.6,0,7,,0,670,us,0,0.0,0.0,mwc,10.0,30.57,131.09,"Nishinoomote, Japan",Asia,Japan,18,10,1996
"M 6.8 - 90 km S of Panguna, Papua New Guinea",6.8,0,6,,0,711,us,0,0.0,0.0,mwc,24.0,-7.13,155.57,"Panguna, Papua New Guinea",Oceania,Solomon Islands,14,10,1996
"M 6.8 - 36 km SW of Paphos, Cyprus",6.8,0,6,,0,711,us,0,0.0,0.0,mwc,33.0,34.56,32.13,"Paphos, Cyprus",Asia,Cyprus,9,10,1996
"M 6.6 - 24 km NE of Cortes, Philippines",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,33.0,9.45,126.33,"Cortes, Philippines",Asia,Philippines,20,9,1996
"M 6.6 - 22 km NNE of Cortes, Philippines",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,33.0,9.46,126.28,"Cortes, Philippines",Asia,Philippines,20,9,1996
"M 6.8 - 78 km E of Hengchun, Taiwan",6.8,0,6,,0,711,us,0,0.0,0.0,mwc,20.0,21.9,121.5,"Hengchun, Taiwan",Asia,Taiwan,5,9,1996
"M 6.9 - 62 km WSW of Kirakira, Solomon Islands",6.9,0,6,,0,732,us,0,0.0,0.0,mwc,33.0,-10.77,161.44,"Kirakira, Solomon Islands",Oceania,Solomon Islands,2,8,1996
"M 7.0 - 220 km NNE of Palu, Indonesia",7.0,0,6,,0,754,us,0,0.0,0.0,mwc,33.0,1.0,120.45,"Palu, Indonesia",Asia,Indonesia,22,7,1996
"M 6.6 - 217 km NNE of Palu, Indonesia",6.6,0,6,,0,670,us,0,0.0,0.0,mwb,33.0,1.02,120.25,"Palu, Indonesia",Asia,Indonesia,16,7,1996
"M 6.8 - 26 km NNE of Coyuquilla Norte, Mexico",6.8,0,6,,0,711,us,0,0.0,0.0,mwb,18.3,17.6,-100.96,"Coyuquilla Norte, Mexico",North America,Mexico,15,7,1996
"M 7.9 - 169 km NNE of Maumere, Indonesia",7.9,0,4,,0,960,us,0,0.0,0.0,mwc,587.3,-7.14,122.59,"Maumere, Indonesia",Asia,Indonesia,17,6,1996
"M 7.1 - 8 km NNE of Palapag, Philippines",7.1,0,6,,0,776,us,0,0.0,0.0,mwc,33.0,12.61,125.15,"Palapag, Philippines",Asia,Philippines,11,6,1996
"M 7.3 - 46 km SSW of Adak, Alaska",7.3,0,7,,0,820,us,0,0.0,0.0,mwc,26.3,51.48,-176.85,"Adak, Alaska",North America,United States,10,6,1996
"M 7.9 - 77 km WSW of Adak, Alaska",7.9,0,7,,0,960,us,0,0.0,0.0,mwc,33.0,51.56,-177.63,"Adak, Alaska",North America,United States,10,6,1996
"M 6.7 - 63 km NW of Sola, Vanuatu",6.7,0,4,,0,691,us,0,0.0,0.0,mwc,200.1,-13.48,167.13,"Sola, Vanuatu",Oceania,Vanuatu,10,6,1996
"M 7.2 - 58 km WSW of Panguna, Papua New Guinea",7.2,0,6,,0,798,us,0,0.0,0.0,mwc,44.0,-6.52,155.0,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,29,4,1996
"M 6.6 - 44 km SE of Antofagasta, Chile",6.6,0,7,,0,670,us,0,0.0,0.0,mwb,49.5,-23.94,-70.09,Ant,South America,Chile,19,4,1996
"M 6.7 - 44 km NNE of Port-Olry, Vanuatu",6.7,0,5,,0,691,us,0,0.0,0.0,mwc,164.4,-14.7,167.3,"Port-Olry, Vanuatu",Oceania,Vanuatu,17,3,1996
"M 6.7 - 30 km WSW of Villa El Carmen, Nicaragua",6.7,0,6,,0,691,us,0,0.0,0.0,mwc,33.0,11.9,-86.77,"Villa El Carmen, Nicaragua",North America,Nicaragua,3,3,1996
"M 6.6 - 39 km WSW of Masachapa, Nicaragua",6.6,0,6,,0,670,us,0,0.0,0.0,mwc,33.0,11.66,-86.86,"Masachapa, Nicaragua",North America,Nicaragua,3,3,1996
"M 7.1 - 24 km SSW of Santa María Chico Ometepec, Mexico",7.1,0,7,,0,776,us,0,0.0,0.0,mw,21.1,15.98,-98.07,"Santa María Chico Ometepec, Mexico",North America,Mexico,25,2,1996
"M 7.5 - 123 km WSW of Puerto Santa, Peru",7.5,0,6,,0,865,us,0,0.0,0.0,mw,10.0,-9.59,-79.59,"Puerto Santa, Peru",South America,Peru,21,2,1996
"M 6.5 - 32 km NNE of Biak, Indonesia",6.5,0,6,,0,650,us,0,0.0,0.0,mw,31.9,-0.92,136.22,"Biak, Indonesia",Asia,Indonesia,17,2,1996
"M 6.5 - 67 km NNW of Insrom, Indonesia",6.5,0,6,,0,650,us,0,0.0,0.0,mw,19.2,-0.57,135.84,"Insrom, Indonesia",Asia,Indonesia,17,2,1996
"M 8.1 - 101 km ENE of Biak, Indonesia",8.09,0,8,,0,1007,official,0,0.0,0.0,mww,33.0,-0.89,136.95,"Biak, Indonesia",Asia,Indonesia,17,2,1996
"M 6.7 - 123 km E of Namie, Japan",6.7,0,4,,0,691,us,0,0.0,0.0,mw,40.8,37.35,142.38,"Namie, Japan",Asia,Japan,16,2,1996
"M 7.2 - 158 km E of Kuril’sk, Russia",7.2,0,6,,0,798,us,0,0.0,0.0,mw,42.6,45.32,149.89,"Kuril’sk, Russia",Europe,Russian Federation,7,2,1996
"M 6.6 - 47 km N of Lijiang, China",6.6,0,10,,0,670,us,0,0.0,0.0,mw,11.1,27.29,100.28,"Lijiang, China",Asia,China,3,2,1996
"M 6.6 - 106 km NE of Yelizovo, Russia",6.6,0,7,,0,670,us,0,0.0,0.0,ms,33.0,53.83,159.59,"Yelizovo, Russia",Asia,Russian Federation,1,1,1996
"M 7.9 - 181 km N of Palu, Indonesia",7.9,0,8,,0,960,us,0,0.0,0.0,mw,24.0,0.73,119.93,"Palu, Indonesia",Asia,Indonesia,1,1,1996
"M 7.1 - 297 km NE of Lospalos, Timor Leste",7.1,0,6,,0,776,us,0,0.0,0.0,mw,141.9,-6.9,129.15,"Lospalos, Timor Leste",Asia,Indonesia,25,12,1995
"M 6.5 - 130 km SSW of Abepura, Indonesia",6.5,0,6,,0,650,us,0,0.0,0.0,mwb,63.4,-3.7,140.23,"Abepura, Indonesia",Asia,Indonesia,19,12,1995
"M 7.9 - 128 km ESE of Kuril’sk, Russia",7.9,0,6,,0,960,us,0,0.0,0.0,mw,33.0,44.66,149.3,"Kuril’sk, Russia",Europe,Russian Federation,3,12,1995
"M 7.2 - 27 km SSE of Nuwaybi‘a, Egypt",7.2,0,9,,0,798,us,0,0.0,0.0,mw,10.0,28.83,34.8,"Nuwaybi‘a, Egypt",Asia,Saudi Arabia,22,11,1995
"M 6.7 - 73 km WSW of Vallenar, Chile",6.7,0,7,,0,691,us,0,0.0,0.0,mw,19.9,-28.91,-71.42,"Vallenar, Chile",South America,Chile,1,11,1995
"M 7.2 - 13 km NW of Ocozocoautla de Espinosa, Mexico",7.2,0,6,,0,798,us,0,0.0,0.0,mw,159.3,16.84,-93.47,"Ocozocoautla de Espinosa, Mexico",North America,Mexico,21,10,1995
"M 6.8 - 71 km ESE of Naze, Japan",6.8,0,6,,0,711,us,0,0.0,0.0,mw,19.7,28.09,130.15,"Naze, Japan",Asia,Japan,19,10,1995
"M 7.1 - 83 km SE of Naze, Japan",7.1,0,6,,0,776,us,0,0.0,0.0,mw,28.4,27.93,130.18,"Naze, Japan",Asia,Japan,18,10,1995
"M 8.0 - 5 km E of El Colomo, Mexico",8.0,0,8,,0,985,us,0,0.0,0.0,mw,33.0,19.06,-104.2,"El Colomo, Mexico",North America,Mexico,9,10,1995
"M 6.8 - 5 km ENE of Sungai Penuh, Indonesia",6.8,0,7,,0,711,us,0,0.0,0.0,mw,33.0,-2.04,101.44,"Sungai Penuh, Indonesia",Asia,Indonesia,6,10,1995
"M 6.5 - 50 km SE of Sucúa, Ecuador",6.5,0,7,,0,650,us,0,0.0,0.0,mw,16.7,-2.78,-77.85,"Sucúa, Ecuador",South America,Ecuador,3,10,1995
"M 7.0 - 45 km SE of Sucúa, Ecuador",7.0,0,7,,0,754,us,0,0.0,0.0,mw,24.4,-2.75,-77.88,"Sucúa, Ecuador",South America,Ecuador,3,10,1995
"M 6.5 - 81 km W of Paramonga, Peru",6.5,0,5,,0,650,us,0,0.0,0.0,mwb,59.9,-10.68,-78.58,"Paramonga, Peru",South America,Peru,23,9,1995
"M 7.4 - 5 km N of Azoyú, Mexico",7.4,0,7,,0,842,us,0,0.0,0.0,mwb,23.0,16.78,-98.6,"Azoyú, Mexico",North America,Mexico,14,9,1995
"M 6.6 - 95 km SW of Etchoropo, Mexico",6.6,0,5,,0,670,us,0,0.0,0.0,mwb,12.2,26.09,-110.28,"Etchoropo, Mexico",North America,Mexico,28,8,1995
"M 6.6 - 7 km WSW of Neira, Colombia",6.6,0,6,,0,670,us,0,0.0,0.0,mw,119.6,5.14,-75.58,"Neira, Colombia",South America,Colombia,19,8,1995
"M 7.2 - 139 km WNW of Panguna, Papua New Guinea",7.2,0,6,,0,798,us,0,0.0,0.0,mw,33.0,-5.77,154.35,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,16,8,1995
"M 6.6 - 205 km SE of Kokopo, Papua New Guinea",6.6,0,4,,0,670,us,0,0.0,0.0,mw,18.7,-5.43,153.77,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,16,8,1995
"M 7.7 - 155 km WNW of Panguna, Papua New Guinea",7.7,0,6,,0,912,us,0,0.0,0.0,mw,30.1,-5.8,154.18,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,16,8,1995
"M 6.7 - 99 km WSW of Kokopo, Papua New Guinea",6.7,0,6,,0,691,us,0,0.0,0.0,mw,127.9,-4.84,151.51,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,14,8,1995
"M 8.0 - 36 km NNE of Antofagasta, Chile",8.0,0,8,,0,985,us,0,0.0,0.0,mw,45.6,-23.34,-70.29,Ant,South America,Chile,30,7,1995
"M 6.8 - 158 km W of Jinghong, China",6.8,0,8,,0,711,us,0,0.0,0.0,mw,12.5,21.97,99.2,"Jinghong, China",Asia,Myanmar,11,7,1995
"M 6.6 - 0 km ESE of Isangel, Vanuatu",6.6,0,5,,0,670,us,0,0.0,0.0,mw,139.4,-19.54,169.29,"Isangel, Vanuatu",Oceania,Vanuatu,29,6,1995
"M 6.5 - 8 km WNW of Galaxídhion, Greece",6.5,0,7,,0,650,us,0,0.0,0.0,mw,14.2,38.4,22.28,"Galaxídhion, Greece",Europe,Greece,15,6,1995
"M 7.1 - 85 km S of Tungor, Russia",7.1,0,9,,0,776,us,0,0.0,0.0,mwb,11.0,52.63,142.83,"Tungor, Russia",Asia,Russian Federation,27,5,1995
"M 7.7 - 249 km E of Vao, New Caledonia",7.7,0,4,,0,912,us,0,0.0,0.0,mw,20.2,-23.01,169.9,"Vao, New Caledonia",Europe,France,16,5,1995
"M 6.9 - 27 km NNW of Maubara, Timor Leste",6.9,0,6,,0,732,us,0,0.0,0.0,mw,11.2,-8.38,125.13,"Maubara, Timor Leste",Asia,Indonesia,14,5,1995
"M 6.6 - 10 km W of Aianí, Greece",6.6,0,9,,0,670,us,0,0.0,0.0,mw,14.0,40.15,21.7,"Aianí, Greece",Europe,Greece,13,5,1995
"M 7.1 - 14 km NE of Cabatuan, Philippines",7.1,0,7,,0,776,us,0,0.0,0.0,mw,16.0,12.63,125.3,"Cabatuan, Philippines",Asia,Philippines,5,5,1995
